restaurant,section,item,price,description,location,contact,hours
Mainland China,Main Course,"Sichuan Style Chicken Hot PotHot Pot Sauce, Sesame",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Braised ChickenIn Smoked Chilli Sauce,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"General Tso's ChickenDry Red Chilli, Oyster Sauce,Crushed Peanut",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Braised Duck IDry Red Chilli And Cashewnut,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Fish,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Chilli Basil Fish In A Clay PotScallion, Soy",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Fish In Supreme Chilli OilPakchoy, Sichuan Pepper",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Fish In Spicy Bean Sauce,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Fish In Yellow Bean Sauce,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Braised PomfretBlack Pepper,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Roasted Garlic,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Lamb,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Lamb In Roasted Garlic SauceChilli Bean, Scallion",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Sautéed Lamb 1 Chilli OysterAnd ScallionStraw Mushroom, Soy",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Prawn,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Butterfly Prawn lSichuan Chilli SauceSichuan Pepper, Snow Peas, Spring Onions",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Gong Bao PrawnSoy, Dry Red Chilli, Sichuan Pepper",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Prawn 1 Chilli Oyster SauceStraw Mushroom, Soy",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Cantonese Prawn 1Black Pepper SauceOyster, Soy)",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Singapore Chilli Prawn 1 Mantao Bun 675Egg Thread,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Noodles,"Japanese Wheat NoodleSoy, Garlic, Pimento",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Noodles,"Korean Sweet Potato Noodle Chinese Cabbage, Spinach,Onion, Pimento, Soy",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Noodles,"Ho Fan NoodleFlat Rice Noodle, Beansprout,Chilli Flake, Soy",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Noodles,"Hong Kong Fried NoodlePakchoy, Onion, Soy",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Noodles,Wok Tossed Hakka Noodle,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Noodles,Chilli Garlic Noodle,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Noodles,Pan Fried Noodle 1Soya Ginger / Cantonese /Hot Garlic,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Noodles,Add Chicken,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Noodles,Add Prawn,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Rice,"Asparagus AndSundried Tomato JasmineFried RicePickled Ginger, Green Apple",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Rice,Truffle Edamame JasmineFried rice,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Rice,"Mushroom Jasmine Pot Rice Shitake, Straw Mushroom, ButtonMushroom, Star Anise",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Rice,"Vegetable And Burnt GarlicFried RiceCarrot, Beans, Corn",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Rice,"Spicy Dragon Fried RiceTaro, Spring Onion",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Rice,Steamed RiceLong Grain Fragrant Rice,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Rice,Traditional Golden EggJasmine Fried Rice,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Rice,Chicken Fried Rice,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Rice,Add Chicken,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Rice,Roast Duck Fried RiceWith Scallion,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Rice,"Chilli XO Seafood JasmineFried RicePrawn, Crab Meat, Fish, Soy",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Rice,Add Prawn,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Desserts,Lemongrass Cheesecake - 375Served with Vanilla Ice Cream,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Desserts,"Chocolate Dome ~ 375Brownie, Caramel Popcorn, Honey Noodles, Vanilla Ice Cream, Hot Chocolate Sauce",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Desserts,Honey Noodle WithAlmond Flake - 275Served with Vanilla Ice Cream,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Desserts,Snicker Brownie - 375Served with Vanilla Ice Cream,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Desserts,Mochi Ice Cream (Per Pc) - 275,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Desserts,Berry Forest - 375Served with Vanilla Ice Cream,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Desserts,"Oriental Sweet Bao - 295Ice Cream, Toffee Sauce, Fresh Mint",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Desserts,Chocolate Cigar Roll - 295Served with Vanilla Ice Cream,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Desserts,Palm Jaggery Ice Cream(Scoop) - 235,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Paakashala – Kanakapura Road,General,IDLI,,Soft steamed rice cakes made from a batter of fermented rice and black lentils,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,VADA,,Deep-fried lentil donuts seasoned with spices,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,KESARI BATH,,"A sweet semolina dessert enriched with ghee, saffron, and garnished with cashews","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,KHARA BATH,,"Semolina spiced with mustard seeds, curry leaves, and vegetables","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,PONGAL,,"A savoury rice and lentil porridge, seasoned with aromatic spices, ghee, and garnished with cashews Snacks & Thindi","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,POORI SAAGU,,"Fluffy deep-fried bread (poori) served with a flavourful South Indian vegetable stew (saagu) featuring potatoes, carrots, peas, and spices","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,BONDA SOUP,,"Lentil dumplings in a special broth, featuring lentils, black pepper seeds, vegetables, tamarind & spices","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,BANANA BUNS,,"Soft, freshly baked bread rolls made with banana, premium flour, yeast, and a touch of honey for a delicate sweetness","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,AKKI ROTTI,,"Rice flour, water, salt, and a blend of finely chopped vegetables; pan-fried to golden perfection","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,MADDUR VADA,,"Crispy lentil fritter with rice flour, semolina, onions, curry leaves, and a hint of spices, deep-fried to perfection","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,PLAIN DOSE,,"A thin, fermented rice and urad dal crepe, served with coconut chutney and tangy sambar","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,MASALA DOSE,,"A thin rice crepe filled with spiced potato, served with coconut chutney and tangy sambar","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,OPEN BUTTER MASALA DOSE,,"Thin rice crepe filled with spiced mashed potatoes, butter and garnished with cilantro and coconut chutney","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,RAVA DOSE,,"A fermented semolina batter, crisped to perfection, served with coconut chutney and tangy sambar","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,SET DOSE,,"Soft and fluffy rice and urad dal pancakes, served in a set of three, with onion and carrot toppings","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,PUDI DOSE,,"Dose with a spiced lentil powder spread, made from urad dal, chana dal, and various spices","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,PANEER MASALA DOSE,,"Dosa filled with a savory mixture of Indian cottage cheese (paneer), spices, and herbs","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,CHEESE MASALA DOSE,,"Fermented rice and urad dal batter, stuffed with a flavourful spiced potato filling, and topped with a decadent layer of melted cheese","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,ONION DOSE,,Dosa with a generous topping of finely chopped onions and seasoned with spices,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,NEER DOSE,,"Thin, delicate dosa made from rice batter, typically served with a coconut chutney","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,COFFEE,,Finely ground coffee beans brewed with hot water,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,TEA,,A blend of high-quality tea leaves steeped in hot water,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,MASALA TEA,,"Tea infused with aromatic spices like cardamom, cinnamon, and cloves","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,SPL ORGANIC JAGGERY COFFEE,,"Coffee sweetened with organic jaggery, a natural sweetener","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,HORLICKS,,"A malted milk powder drink made with hot milk, providing a wholesome and comforting beverage","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,CREAM OF MUSHROOM,,"Fresh mushrooms, cream, onions, garlic, vegetable broth, butter, and seasoning","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,HOT & SOUR,,"Bamboo shoots, tofu, wood ear fungus, vinegar, soy sauce, chili, and a mix of vegetables in a tangy broth","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,SWEET CORN VEG,,"Sweet corn kernels, mixed vegetables, vegetable broth, soy sauce, and a hint of ginger and garlic","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,CREAM OF PALAK,,"Spinach, cream, onions, garlic, vegetable broth, butter, and aromatic spices","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,VEG CLEAR SOUP,,"Clear vegetable broth with a variety of finely chopped vegetables, herbs, and spices","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,VEG SHEEK KABAB,,"Mix of minced vegetables, spices, and gram flour, skewered and grilled to perfection","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,HARA BHARA TIKKA,,"Blend of spinach, peas, and potatoes seasoned with aromatic spices, shaped into kababs and cooked until golden","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,MUSHROOM TIKKA,,"Fresh mushrooms marinated in a spiced yogurt mixture, skewered and tandoor-grilled for a smoky flavor","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,MALAI PANEER TIKKA,,"Cubes of paneer (indian cottage cheese) marinated in a creamy mixture of yogurt, cream, and spices, then grilled to perfection","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,TANDOORI GOBI,,Cauliflower florets marinated in a spicy tandoori mixture and roasted in the urn-shaped oven for a flavorful bite,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,GOBI MANCHURI,,Marinate cauliflower florets in a seasoned batter & deep-fry to perfection and toss with chilli Manchurian sauce,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,PANEER MANCHURI,,"Cottage cheese tossed in a flavourful blend of soy sauce, ginger, garlic, tomato sauce, and green onions, creating a delightful Indo-Chinese fusion dish","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,BABY CORN MANCHURI,,"Tender baby corn coated in a zesty batter, deep-fried to golden perfection, and tossed in a tangy Manchurian sauce made with soy sauce, ginger, garlic, and a hint of sweetness","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,MUSHROOM MANCHURI,,"Tender mushrooms tossed in a flavourful blend of soy sauce, ginger, garlic, tomato sauce, and green onions, creating a delightful Indo-Chinese fusion dish","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,GOBI CHILLI,,"Marinated Cauliflower florets in seasoned batter, perfectly deep-fried and generously coated in a flavourful manchurian sauce.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,GOBI PEPPER DRY,,"Cauliflower florets marinated in batter and deep-fried and tossed in soy sauce, black pepper & green onions","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,BABY CORN 65,,"Succulent baby corn marinated in a spicy mix, deep-fried to a crispy texture, and garnished with curry leaves, green chilies, and a dash of lemon for a zingy and aromatic experience","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,MUSHROOM PEPPER DRY,,"Tender mushrooms sautéed with vibrant bell peppers, tossed in spices, and finished with a hint of cracked black pepper for a bold and flavourful explosion","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,CRISPY BABYCORN,,"Tender babycorn coated in a delicate batter, deep-fried to golden perfection","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,VEG BALL MANCHURI,,"Vegetable balls immersed in a savory Manchurian gravy, delivering a rich and satisfying taste","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,ALOO GOBI,,Fresh cauliflower and potatoes squtéed with aromatic spices.,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,ALOO JEERA (DRY),,"Potatoes tossed with cumin seeds, creating a flavourful dry dish","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,ALOO METHI,,"Potatoes cooked with fenugreek leaves, delivering a delightful herbal twist","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,ALOO MUTTER,,Potatoes and peas in a spiced tomato-based gravy,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,BHINDI FRY,,Crispy fried okra seasoned with Indian spices,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,DAL MAKHANI,,"Black lentils and kidney beans simmered in a rich, creamy tomato sauce","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,DAL PALAK,,"Lentils combined with spinach, creating a nutritious and flavourful dish","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,KADAI PANEER,,Paneer (Indian cottage cheese) and bell peppers in a spiced tomato gravy,"Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,PAAKASHALA SPL CURRY,,"A rich blend of Amul butter, paneer and a medley of mixed vegetables crafted from luscious tomato puree, finely chopped onions, creamy cashew nuts with spices.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,VEG SHAHI PANEER,,"Assorted vegetables with paneer in a royal, creamy sauce.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,ROTI,,"A classic unleavened Indian bread made with whole wheat flour, water, and a pinch of salt.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
Paakashala – Kanakapura Road,General,NAAN,,"Soft, leavened bread crafted from refined flour, yogurt, yeast, and a touch of ghee.","Ground Floor, 67, Kanakapura Rd, next to Vaishnavi Residency, Yelachenahalli, Naidu Layout, Bengaluru, Karnataka 560078",8431432804,09.00 AM - 10.30 PM
